2020-09-12 14:06:34.65: (101ms) 100% AUTOCLICK > Clicks in one second: 76; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.845: (101ms) 100% AUTOCLICK > Clicks in one second: 77; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.854: (101ms) 100% AUTOCLICK > Clicks in one second: 78; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.866: (101ms) 100% AUTOCLICK > Clicks in one second: 79; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.871: (101ms) 100% AUTOCLICK > Clicks in one second: 80; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.877: (101ms) 100% AUTOCLICK > Clicks in one second: 81; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.88: (101ms) 100% AUTOCLICK > Clicks in one second: 82; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.986: (101ms) 100% AUTOCLICK > Clicks in one second: 83; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:34.995: (101ms) 100% AUTOCLICK > Clicks in one second: 84; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:35.004: (101ms) 100% AUTOCLICK > Clicks in one second: 85; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:35.012: (101ms) 100% AUTOCLICK > Clicks in one second: 86; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:35.033: (101ms) 100% AUTOCLICK > Clicks in one second: 87; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:35.195: (101ms) 100% AUTOCLICK > Clicks in one second: 88; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:35.198: (101ms) 100% AUTOCLICK > Clicks in one second: 89; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:35.205: (101ms) 100% AUTOCLICK > Clicks in one second: 90; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:35.209: (101ms) 100% AUTOCLICK > Clicks in one second: 91; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
